TransactionID,CustomerID,Amount,Currency,SourceCountry,DestinationCountry,Date
TXN2068,CUST2773,11741,USD,Afghanistan,Canada,2023-09-22
TXN2069,CUST2341,15098,USD,UK,North Korea,2023-03-27
TXN2070,CUST3339,9720,USD,UK,Yemen,2024-06-04
TXN2071,CUST4223,20658,USD,Mexico,Yemen,2023-01-14
TXN2072,CUST3128,88304,USD,Somalia,Venezuela,2023-01-02
TXN2073,CUST1412,39421,USD,Cayman Islands,Japan,2025-10-09
TXN2074,CUST1496,22869,USD,China,Iraq,2025-07-15
TXN2075,CUST2399,70224,USD,Canada,Germany,2025-07-31
TXN2076,CUST1214,75453,USD,Syria,Panama,2025-09-20
TXN2077,CUST562,92512,USD,Yemen,UK,2024-12-27
TXN2078,CUST2133,21075,USD,Panama,Iraq,2023-08-28
TXN2079,CUST2920,76194,USD,Panama,USA,2023-02-02
TXN2080,CUST2047,64558,USD,Germany,Mexico,2025-10-08
TXN2081,CUST3305,16237,USD,Yemen,Russia,2025-02-14
TXN2082,CUST4066,26399,USD,Germany,Iraq,2024-08-21
TXN2083,CUST1919,70092,USD,Syria,Yemen,2025-07-01
TXN2084,CUST3008,9715,USD,Afghanistan,Switzerland,2023-12-30
TXN2085,CUST841,96161,USD,Somalia,North Korea,2023-04-11
TXN2086,CUST3692,49168,USD,Japan,Germany,2023-12-08
TXN2087,CUST3591,73254,USD,North Korea,Germany,2024-04-28
TXN2088,CUST4616,73047,USD,Switzerland,Mexico,2025-05-04
TXN2089,CUST2323,26070,USD,Panama,Iraq,2023-04-30
TXN2090,CUST4461,47258,USD,Cayman Islands,China,2023-05-26
TXN2091,CUST3948,75566,USD,Afghanistan,UAE,2023-07-21
TXN2092,CUST1123,73164,USD,Mexico,Syria,2023-11-11
TXN2093,CUST1873,99193,USD,UAE,China,2025-05-25
TXN2094,CUST4433,166,USD,UAE,Somalia,2025-07-10
TXN2095,CUST1196,61015,USD,Germany,North Korea,2025-05-19
TXN2096,CUST1158,71268,USD,Iran,USA,2024-04-08
TXN2097,CUST4365,92135,USD,Iran,Yemen,2024-12-03
TXN2098,CUST4775,73151,USD,China,Switzerland,2023-01-12
TXN2099,CUST256,24507,USD,Iraq,UAE,2025-01-03
TXN2100,CUST119,16951,USD,Panama,Syria,2023-04-07
TXN2101,CUST1442,98512,USD,Germany,Cayman Islands,2024-01-20
TXN2102,CUST1661,47939,USD,Panama,Iran,2025-07-14
TXN2103,CUST1347,34795,USD,Somalia,Venezuela,2023-11-17
TXN2104,CUST906,40058,USD,USA,UAE,2025-08-08
TXN2105,CUST808,46728,USD,Syria,Germany,2024-06-01
TXN2106,CUST1020,25398,USD,Germany,Panama,2024-04-01
TXN2107,CUST3414,20375,USD,Iraq,Japan,2023-11-22
TXN2108,CUST411,34673,USD,Germany,Japan,2024-08-31
TXN2109,CUST988,1583,USD,Panama,USA,2024-09-30
TXN2110,CUST4941,61490,USD,Cayman Islands,USA,2024-12-10
TXN2111,CUST880,94952,USD,China,Venezuela,2025-09-03
TXN2112,CUST4885,22588,USD,Syria,North Korea,2023-06-30
TXN2113,CUST3347,59646,USD,UAE,Afghanistan,2024-09-28
TXN2114,CUST4777,67569,USD,Japan,Canada,2025-02-17
TXN2115,CUST1107,50317,USD,Japan,Cayman Islands,2024-08-15
TXN2116,CUST4494,15439,USD,China,Iran,2024-10-07
TXN2117,CUST2617,69114,USD,Afghanistan,Mexico,2024-10-11
TXN2118,CUST4713,99768,USD,Afghanistan,Mexico,2024-10-17
TXN2119,CUST908,2741,USD,North Korea,Iraq,2024-02-02
TXN2120,CUST3551,41440,USD,Mexico,UAE,2024-06-20
TXN2121,CUST2076,1118,USD,UK,Venezuela,2025-11-24
TXN2122,CUST3057,11892,USD,China,Japan,2024-11-30
TXN2123,CUST2848,64022,USD,Afghanistan,Mexico,2023-06-04
TXN2124,CUST832,29702,USD,Iraq,Yemen,2025-01-27
TXN2125,CUST4887,53325,USD,Germany,UK,2025-08-09
TXN2126,CUST2838,21665,USD,Somalia,Germany,2025-11-27
TXN2127,CUST2510,65166,USD,Mexico,USA,2025-05-19
TXN2128,CUST4653,79288,USD,Venezuela,Russia,2023-10-07
TXN2129,CUST4233,22515,USD,Venezuela,North Korea,2024-06-27
TXN2130,CUST2104,86171,USD,Canada,Iraq,2024-06-22
TXN2131,CUST4403,84238,USD,USA,Venezuela,2023-03-26
TXN2132,CUST4873,78992,USD,Somalia,Afghanistan,2025-04-06
TXN2133,CUST4222,11806,USD,Iran,Mexico,2025-11-13
TXN2134,CUST4418,94383,USD,Syria,Canada,2024-08-28
TXN2135,CUST2611,35112,USD,Somalia,Panama,2023-05-06
TXN2136,CUST4221,20167,USD,Syria,Iran,2023-11-20
TXN2137,CUST4985,16620,USD,UAE,Germany,2024-06-16
TXN2138,CUST2226,66098,USD,Iraq,Mexico,2024-10-07
TXN2139,CUST2582,670,USD,Yemen,Iran,2025-03-18
TXN2140,CUST2429,95650,USD,USA,Russia,2024-02-12
TXN2141,CUST3337,83437,USD,Venezuela,USA,2023-03-10
TXN2142,CUST4225,57216,USD,China,Yemen,2025-04-14
TXN2143,CUST2866,20571,USD,USA,North Korea,2023-06-09
TXN2144,CUST3522,67845,USD,Cayman Islands,Mexico,2025-04-05
TXN2145,CUST4393,67394,USD,UK,Venezuela,2023-07-08
TXN2146,CUST3999,51955,USD,Afghanistan,UK,2023-02-02
TXN2147,CUST2740,34445,USD,China,USA,2025-04-09
TXN2148,CUST4741,11888,USD,Switzerland,Russia,2025-07-03
TXN2149,CUST266,33054,USD,Japan,Yemen,2025-07-13
TXN2150,CUST4987,2632,USD,UK,Japan,2024-04-28
TXN2151,CUST2621,57740,USD,Cayman Islands,Canada,2025-09-29
TXN2152,CUST4416,26730,USD,Venezuela,USA,2025-10-26
TXN2153,CUST662,1879,USD,Germany,Iraq,2025-02-18
TXN2154,CUST1621,27629,USD,UAE,Japan,2025-11-10
TXN2155,CUST2233,33016,USD,Yemen,Switzerland,2025-10-21
TXN2156,CUST70,10760,USD,UK,Switzerland,2024-02-04
TXN2157,CUST4413,8611,USD,UAE,North Korea,2025-04-23
TXN2158,CUST3187,19293,USD,USA,Japan,2024-09-07
TXN2159,CUST689,60418,USD,Panama,Venezuela,2024-06-06
TXN2160,CUST1868,29433,USD,Switzerland,Somalia,2025-12-02
TXN2161,CUST1282,98138,USD,Mexico,USA,2025-08-11
TXN2162,CUST1846,87139,USD,Somalia,Russia,2025-02-06
TXN2163,CUST4686,90305,USD,Germany,Afghanistan,2025-04-15
TXN2164,CUST3543,50498,USD,Panama,China,2023-01-23
TXN2165,CUST4654,60095,USD,Germany,Switzerland,2025-05-09
TXN2166,CUST1653,7119,USD,Canada,Japan,2024-11-03
TXN2167,CUST4079,27633,USD,North Korea,UAE,2023-04-24
TXN2168,CUST341,75348,USD,Panama,Cayman Islands,2025-07-01
TXN2169,CUST3500,96518,USD,Panama,Afghanistan,2024-09-05
TXN2170,CUST4785,73853,USD,UK,China,2024-04-07
TXN2171,CUST3333,39300,USD,Germany,Canada,2024-05-07
TXN2172,CUST2824,80824,USD,Germany,North Korea,2023-07-15
TXN2173,CUST1880,52318,USD,Panama,USA,2023-01-27
TXN2174,CUST812,73050,USD,Japan,China,2024-08-26
TXN2175,CUST2158,20947,USD,Venezuela,UK,2024-07-16
TXN2176,CUST580,69954,USD,Switzerland,Yemen,2023-08-05
TXN2177,CUST3959,97358,USD,Germany,Panama,2024-12-30
TXN2178,CUST3169,49164,USD,Japan,China,2023-05-14
TXN2179,CUST3140,18074,USD,Mexico,Cayman Islands,2023-11-07
TXN2180,CUST4200,83003,USD,Syria,UAE,2024-08-18
TXN2181,CUST1894,19975,USD,Panama,Mexico,2024-09-21
TXN2182,CUST327,57059,USD,USA,Somalia,2023-08-07
TXN2183,CUST4881,73359,USD,Japan,China,2025-12-19
TXN2184,CUST1159,91307,USD,Switzerland,Japan,2024-10-31
TXN2185,CUST560,19721,USD,Switzerland,Germany,2024-03-17
TXN2186,CUST1613,54538,USD,China,Iran,2024-08-23
TXN2187,CUST2696,79761,USD,Russia,UAE,2024-08-02
TXN2188,CUST2363,68936,USD,Mexico,Japan,2025-04-22
TXN2189,CUST1546,85342,USD,Cayman Islands,Japan,2023-09-14
TXN2190,CUST1315,15002,USD,Afghanistan,Syria,2024-10-15
TXN2191,CUST3871,51108,USD,Cayman Islands,Japan,2025-05-18
TXN2192,CUST1645,6038,USD,North Korea,Russia,2025-09-01
TXN2193,CUST815,76452,USD,China,Mexico,2023-08-12
TXN2194,CUST966,49292,USD,Afghanistan,Germany,2024-08-01
TXN2195,CUST295,46704,USD,China,Iraq,2025-12-03
TXN2196,CUST1306,4841,USD,Somalia,Switzerland,2024-12-15
TXN2197,CUST3026,58848,USD,Switzerland,Iraq,2025-03-08
TXN2198,CUST947,22668,USD,Iraq,Russia,2023-07-22
TXN2199,CUST1272,95051,USD,Syria,North Korea,2023-04-11
TXN2200,CUST2341,84669,USD,Somalia,Japan,2025-10-07
TXN2201,CUST1002,37092,USD,Venezuela,Cayman Islands,2023-11-27
TXN2202,CUST4356,82594,USD,Iran,Panama,2023-03-23
TXN2203,CUST779,36486,USD,North Korea,Afghanistan,2025-12-15
TXN2204,CUST1422,32811,USD,Japan,Panama,2025-03-14
TXN2205,CUST3251,43665,USD,North Korea,Switzerland,2023-05-06
TXN2206,CUST953,19056,USD,China,Russia,2025-10-28
TXN2207,CUST2182,77123,USD,North Korea,Mexico,2024-06-05
TXN2208,CUST2370,11694,USD,Iraq,Yemen,2023-12-17
TXN2209,CUST3448,29972,USD,Syria,Cayman Islands,2023-07-29
TXN2210,CUST3296,29218,USD,China,Japan,2023-09-08
TXN2211,CUST4554,88531,USD,Japan,Germany,2024-01-30
TXN2212,CUST2979,90110,USD,Germany,Somalia,2023-05-06
TXN2213,CUST2975,24875,USD,Cayman Islands,Germany,2024-11-05
TXN2214,CUST2362,23688,USD,Iraq,Cayman Islands,2024-06-13
TXN2215,CUST1414,41262,USD,UAE,Panama,2024-11-27
TXN2216,CUST1434,76974,USD,Canada,Japan,2025-09-20
TXN2217,CUST4031,20793,USD,North Korea,Russia,2024-02-04
TXN2218,CUST1571,51155,USD,Somalia,Germany,2025-05-05
TXN2219,CUST2970,68812,USD,Mexico,Syria,2024-01-07
TXN2220,CUST2549,90739,USD,UK,Iraq,2024-03-28
TXN2221,CUST3667,91728,USD,North Korea,China,2025-07-24
TXN2222,CUST1320,42241,USD,UK,Iraq,2024-01-13
TXN2223,CUST1330,15276,USD,Canada,Yemen,2024-12-08
TXN2224,CUST2058,60641,USD,Cayman Islands,Germany,2023-12-06
TXN2225,CUST552,3495,USD,Afghanistan,Venezuela,2025-04-18
TXN2226,CUST3915,44474,USD,Afghanistan,Panama,2024-05-08
TXN2227,CUST3277,46562,USD,Somalia,Syria,2023-06-09
TXN2228,CUST3369,97626,USD,Syria,Iran,2024-07-24
TXN2229,CUST2959,42551,USD,Cayman Islands,Mexico,2023-08-21
TXN2230,CUST2617,55757,USD,Mexico,Japan,2025-12-16
TXN2231,CUST3688,58917,USD,Cayman Islands,Germany,2023-01-05
TXN2232,CUST806,89278,USD,Germany,Cayman Islands,2023-06-23
TXN2233,CUST3972,54914,USD,Yemen,Panama,2024-03-19
TXN2234,CUST2797,12347,USD,Panama,North Korea,2025-11-18
TXN2235,CUST4371,32414,USD,Germany,North Korea,2023-05-11
TXN2236,CUST139,65866,USD,China,Canada,2024-05-27
TXN2237,CUST2409,36999,USD,UAE,North Korea,2024-01-31
TXN2238,CUST4479,26211,USD,North Korea,Iraq,2023-08-04
TXN2239,CUST2258,21865,USD,Switzerland,Iraq,2025-08-09
TXN2240,CUST4233,14928,USD,Afghanistan,Panama,2024-11-28
TXN2241,CUST4383,77238,USD,USA,Mexico,2023-08-21
TXN2242,CUST317,47547,USD,UK,North Korea,2025-03-20
TXN2243,CUST2066,25208,USD,Somalia,Russia,2023-12-10
TXN2244,CUST3267,2794,USD,China,Iran,2025-02-09
TXN2245,CUST1357,76270,USD,Germany,Venezuela,2025-12-08
TXN2246,CUST2714,55522,USD,Russia,Canada,2024-12-26
TXN2247,CUST2344,71434,USD,Canada,Switzerland,2024-05-10
TXN2248,CUST1008,82503,USD,USA,Panama,2025-03-11
TXN2249,CUST1300,42100,USD,Yemen,Syria,2025-07-18
TXN2250,CUST3691,89496,USD,Venezuela,North Korea,2025-11-03
TXN2251,CUST2565,70702,USD,North Korea,Switzerland,2023-01-30
TXN2252,CUST2662,23914,USD,Venezuela,Afghanistan,2023-06-06
TXN2253,CUST2122,18476,USD,Iran,Iraq,2025-02-09
TXN2254,CUST4453,59552,USD,North Korea,Iraq,2024-02-29
TXN2255,CUST2516,19956,USD,Cayman Islands,North Korea,2024-03-17
TXN2256,CUST2278,6254,USD,Panama,Mexico,2024-11-11
TXN2257,CUST603,21003,USD,Panama,Syria,2025-01-01
TXN2258,CUST2685,1518,USD,Canada,Yemen,2024-06-27
TXN2259,CUST4495,90436,USD,Germany,Panama,2025-09-11
TXN2260,CUST4023,87142,USD,Cayman Islands,Syria,2023-08-03
TXN2261,CUST2676,69942,USD,Somalia,Iraq,2024-09-25
TXN2262,CUST2225,64895,USD,Venezuela,Russia,2025-07-10
TXN2263,CUST4396,34850,USD,Afghanistan,Cayman Islands,2025-01-31
TXN2264,CUST2691,92578,USD,Japan,Panama,2024-03-10
TXN2265,CUST390,14375,USD,UK,Iraq,2024-03-12
TXN2266,CUST3779,36451,USD,Syria,Venezuela,2025-10-15
TXN2267,CUST1465,48266,USD,Iran,UK,2023-04-08
TXN2268,CUST4279,70428,USD,Cayman Islands,Switzerland,2025-11-19
TXN2269,CUST4945,73161,USD,USA,Cayman Islands,2025-09-28
TXN2270,CUST2014,55948,USD,China,Japan,2023-04-17
TXN2271,CUST3611,91062,USD,Germany,Somalia,2024-05-16
TXN2272,CUST3409,69019,USD,Panama,Iraq,2025-10-10
TXN2273,CUST4015,12878,USD,USA,Canada,2025-09-16
TXN2274,CUST682,15830,USD,North Korea,Russia,2024-11-13
TXN2275,CUST1799,54309,USD,Venezuela,Yemen,2023-06-17
TXN2276,CUST2414,25740,USD,Canada,Afghanistan,2025-07-03
TXN2277,CUST2981,33113,USD,Canada,Afghanistan,2024-02-05
TXN2278,CUST490,88700,USD,Iran,Japan,2024-04-10
TXN2279,CUST2111,73640,USD,Somalia,Afghanistan,2025-03-27
TXN2280,CUST1403,2463,USD,Iran,Switzerland,2024-12-03
TXN2281,CUST378,78759,USD,Mexico,USA,2025-09-13
TXN2282,CUST2320,39527,USD,Russia,Canada,2023-01-31
TXN2283,CUST3704,60828,USD,Iran,Panama,2025-08-27
TXN2284,CUST1945,47634,USD,UAE,Yemen,2024-10-12
TXN2285,CUST2565,55078,USD,Switzerland,UAE,2025-05-10
TXN2286,CUST1968,75296,USD,Iraq,Venezuela,2024-09-12
TXN2287,CUST1895,26000,USD,Syria,USA,2025-02-16
TXN2288,CUST4725,54697,USD,UAE,Afghanistan,2023-06-08
TXN2289,CUST1754,4332,USD,Mexico,China,2025-12-04
TXN2290,CUST2338,58471,USD,North Korea,Venezuela,2025-09-22
TXN2291,CUST1117,85235,USD,Yemen,Switzerland,2023-03-31
TXN2292,CUST2981,17749,USD,UK,Syria,2023-01-24
TXN2293,CUST1899,17839,USD,Switzerland,UK,2023-01-11
TXN2294,CUST3727,3033,USD,Russia,Panama,2023-05-29
TXN2295,CUST2148,43194,USD,UK,USA,2023-07-27
TXN2296,CUST1574,10529,USD,USA,UK,2024-04-25
TXN2297,CUST2918,51379,USD,USA,Iraq,2024-12-12
TXN2298,CUST2932,48011,USD,Venezuela,Mexico,2023-03-19
TXN2299,CUST2369,35877,USD,UAE,Mexico,2024-08-08
TXN2300,CUST4059,98173,USD,Afghanistan,Iraq,2025-06-15
TXN2301,CUST4267,19400,USD,Venezuela,Japan,2024-02-19
TXN2302,CUST3403,53530,USD,Venezuela,Iran,2023-11-19
TXN2303,CUST3650,71550,USD,Syria,Somalia,2025-10-09
TXN2304,CUST4570,83028,USD,Germany,Iraq,2024-04-29
TXN2305,CUST570,35137,USD,UK,Japan,2023-03-13
TXN2306,CUST2708,57944,USD,Afghanistan,Canada,2025-05-03
TXN2307,CUST4437,37527,USD,China,North Korea,2023-10-23
TXN2308,CUST3598,9236,USD,Afghanistan,Panama,2025-10-05
TXN2309,CUST4858,42692,USD,Germany,Yemen,2023-04-13
TXN2310,CUST825,24341,USD,Germany,UAE,2025-09-04
TXN2311,CUST3973,8102,USD,UK,Iraq,2025-10-24
TXN2312,CUST2954,82750,USD,UAE,Syria,2023-10-18
TXN2313,CUST812,50532,USD,Canada,Panama,2023-06-16
TXN2314,CUST3825,15819,USD,USA,Panama,2025-11-24
TXN2315,CUST3539,50469,USD,Germany,Russia,2023-03-17
TXN2316,CUST2960,68779,USD,Afghanistan,Mexico,2023-12-23
TXN2317,CUST1598,73430,USD,Afghanistan,UAE,2024-02-06
TXN2318,CUST501,83656,USD,Syria,Iraq,2024-11-26
TXN2319,CUST2326,73791,USD,UAE,Somalia,2023-01-10
TXN2320,CUST3166,59489,USD,Canada,Somalia,2025-09-14
TXN2321,CUST4459,67603,USD,Germany,North Korea,2025-04-06
TXN2322,CUST4893,75606,USD,Germany,Panama,2025-10-08
TXN2323,CUST2466,60149,USD,North Korea,UK,2024-05-17
TXN2324,CUST4084,40360,USD,Yemen,Iraq,2023-05-25
TXN2325,CUST3174,70791,USD,USA,Venezuela,2025-06-22
TXN2326,CUST2545,55942,USD,Yemen,Germany,2024-08-01
TXN2327,CUST2890,94878,USD,Germany,Canada,2025-03-13
TXN2328,CUST3330,56377,USD,Somalia,USA,2025-04-23
TXN2329,CUST2703,96454,USD,China,Afghanistan,2023-07-29
TXN2330,CUST1649,65202,USD,UAE,Iran,2025-05-19
TXN2331,CUST34,98032,USD,Japan,USA,2025-08-18
TXN2332,CUST2757,17575,USD,Cayman Islands,Venezuela,2023-02-05
TXN2333,CUST3158,60864,USD,Syria,Afghanistan,2024-03-29
TXN2334,CUST1622,27639,USD,Japan,UK,2025-08-15
TXN2335,CUST2603,67577,USD,Panama,China,2025-04-08
TXN2336,CUST4795,99435,USD,Iraq,Switzerland,2023-02-18
TXN2337,CUST3218,35990,USD,Canada,USA,2025-08-01
TXN2338,CUST1334,14795,USD,Mexico,UAE,2023-10-23
TXN2339,CUST1257,50720,USD,Somalia,Mexico,2025-07-24
TXN2340,CUST4669,24727,USD,Afghanistan,Japan,2023-10-28
TXN2341,CUST4823,2006,USD,Germany,Yemen,2024-03-20
TXN2342,CUST778,8280,USD,Iraq,Canada,2024-11-13
TXN2343,CUST876,78605,USD,UAE,Japan,2025-01-18
TXN2344,CUST1318,56682,USD,Germany,Afghanistan,2025-05-01
TXN2345,CUST1191,29256,USD,Canada,Russia,2024-01-26
TXN2346,CUST1910,3606,USD,UK,Yemen,2025-01-15
TXN2347,CUST3462,18521,USD,Switzerland,USA,2025-01-24
TXN2348,CUST2587,62575,USD,Japan,Afghanistan,2024-04-11
TXN2349,CUST671,40012,USD,Iraq,USA,2024-03-12
TXN2350,CUST4379,36885,USD,Canada,Cayman Islands,2023-01-15
TXN2351,CUST2589,2924,USD,Venezuela,Panama,2025-04-08
TXN2352,CUST2307,52137,USD,UK,Syria,2024-06-07
TXN2353,CUST189,88521,USD,Iran,Iraq,2023-11-23
TXN2354,CUST4115,50459,USD,Venezuela,UK,2024-05-12
TXN2355,CUST2815,60414,USD,Iran,Venezuela,2024-07-29
TXN2356,CUST3129,88045,USD,Switzerland,Mexico,2025-10-07
TXN2357,CUST4291,30951,USD,Yemen,Cayman Islands,2023-12-09
TXN2358,CUST4962,32040,USD,Cayman Islands,UAE,2024-04-01
TXN2359,CUST1073,44333,USD,Somalia,Syria,2025-07-21
TXN2360,CUST2715,78317,USD,China,UK,2025-05-08
TXN2361,CUST4130,5784,USD,Canada,China,2024-04-07
TXN2362,CUST2240,19358,USD,Cayman Islands,Afghanistan,2024-12-10
TXN2363,CUST2358,52042,USD,Cayman Islands,UK,2024-05-15
TXN2364,CUST4420,36794,USD,Somalia,Iran,2023-02-07
TXN2365,CUST1646,12840,USD,UAE,UK,2024-07-24
TXN2366,CUST1156,5413,USD,Switzerland,Germany,2024-01-30
TXN2367,CUST2049,88734,USD,Yemen,Somalia,2025-04-11
TXN2368,CUST4991,88747,USD,Yemen,UK,2025-02-27
TXN2369,CUST415,62844,USD,UK,Canada,2023-04-25
TXN2370,CUST4490,28643,USD,China,Iraq,2023-10-20
TXN2371,CUST565,31655,USD,Syria,Mexico,2023-01-25
TXN2372,CUST1700,69104,USD,Switzerland,Cayman Islands,2024-07-15
TXN2373,CUST2907,96151,USD,China,Iran,2023-07-10
TXN2374,CUST2404,10066,USD,North Korea,Venezuela,2025-12-26
TXN2375,CUST4962,50860,USD,Cayman Islands,North Korea,2023-06-06
TXN2376,CUST196,91479,USD,Venezuela,Switzerland,2025-03-06
TXN2377,CUST4339,16389,USD,Russia,North Korea,2025-01-19
TXN2378,CUST3588,76668,USD,China,Japan,2024-03-12
TXN2379,CUST861,42579,USD,Iran,UK,2023-02-27
TXN2380,CUST3198,66013,USD,Somalia,Canada,2023-11-08
TXN2381,CUST3791,14619,USD,China,UK,2023-05-13
TXN2382,CUST3934,27915,USD,Mexico,Switzerland,2023-01-03
TXN2383,CUST4727,95468,USD,USA,Russia,2024-08-30
TXN2384,CUST490,55176,USD,Syria,Canada,2024-08-08
TXN2385,CUST4848,87774,USD,Somalia,Iran,2025-06-18
TXN2386,CUST1515,94324,USD,Afghanistan,Japan,2024-06-10
TXN2387,CUST1777,81804,USD,Yemen,Switzerland,2023-10-17
TXN2388,CUST4048,8981,USD,Iraq,Russia,2023-09-23
TXN2389,CUST1601,51222,USD,Somalia,Panama,2025-04-11
TXN2390,CUST62,36766,USD,Canada,UAE,2023-03-19
TXN2391,CUST1341,98488,USD,China,Canada,2025-09-06
TXN2392,CUST1612,49414,USD,Somalia,USA,2024-11-21
TXN2393,CUST222,81947,USD,Russia,Yemen,2023-06-19
TXN2394,CUST2918,75089,USD,China,Mexico,2023-08-12
TXN2395,CUST1254,87798,USD,Afghanistan,UAE,2024-04-27
TXN2396,CUST3177,60986,USD,Cayman Islands,USA,2025-06-12
TXN2397,CUST314,97022,USD,Japan,Mexico,2023-08-19
TXN2398,CUST384,64019,USD,Iran,USA,2023-07-17
TXN2399,CUST3656,84012,USD,Mexico,North Korea,2024-10-07
TXN2400,CUST37,81239,USD,Mexico,Panama,2024-10-30
TXN2401,CUST2499,10889,USD,Switzerland,North Korea,2023-03-23
TXN2402,CUST425,80063,USD,Iraq,Mexico,2025-06-25
TXN2403,CUST2129,34166,USD,Cayman Islands,Japan,2025-08-25
TXN2404,CUST1528,67833,USD,Canada,USA,2023-04-04
TXN2405,CUST2540,33345,USD,Switzerland,Germany,2023-08-17
TXN2406,CUST754,73993,USD,Syria,Panama,2025-09-06
TXN2407,CUST521,21072,USD,Canada,Mexico,2025-05-27
TXN2408,CUST3651,7553,USD,UAE,Syria,2024-05-14
TXN2409,CUST1402,97219,USD,Japan,Syria,2023-04-19
TXN2410,CUST3387,57138,USD,Japan,Switzerland,2023-05-04
TXN2411,CUST4615,51358,USD,UAE,Syria,2024-12-02
TXN2412,CUST113,65634,USD,Syria,Mexico,2024-08-23
TXN2413,CUST476,97140,USD,Japan,North Korea,2023-08-19
TXN2414,CUST778,15542,USD,USA,Syria,2025-02-24
TXN2415,CUST1409,25484,USD,Afghanistan,Panama,2025-10-31
TXN2416,CUST4474,33478,USD,North Korea,Mexico,2023-11-22
TXN2417,CUST1859,85312,USD,UAE,Iraq,2024-04-25
TXN2418,CUST1931,60787,USD,Japan,Cayman Islands,2023-04-28
TXN2419,CUST2124,74444,USD,Canada,USA,2024-07-11
TXN2420,CUST3681,2277,USD,Japan,Somalia,2024-09-09
TXN2421,CUST1445,21306,USD,Panama,Iran,2023-01-12
TXN2422,CUST3931,57920,USD,Mexico,Venezuela,2025-11-15
TXN2423,CUST1546,12708,USD,UAE,Iran,2025-11-17
TXN2424,CUST4909,62529,USD,Somalia,Cayman Islands,2024-09-17
TXN2425,CUST2527,14828,USD,Panama,Iraq,2025-07-08
TXN2426,CUST1114,64561,USD,Switzerland,Afghanistan,2025-04-12
TXN2427,CUST2350,25942,USD,USA,Panama,2023-01-10
TXN2428,CUST134,1555,USD,UAE,Iraq,2025-07-17
TXN2429,CUST3275,6453,USD,Syria,Japan,2025-06-16
TXN2430,CUST892,16258,USD,Japan,Panama,2025-12-02
TXN2431,CUST2178,17638,USD,UAE,China,2023-04-06
TXN2432,CUST602,96092,USD,Iran,Canada,2023-11-04
TXN2433,CUST340,82586,USD,Cayman Islands,Russia,2023-09-21
TXN2434,CUST4387,25285,USD,Russia,Cayman Islands,2025-03-19
TXN2435,CUST4166,21060,USD,Japan,Iran,2025-10-17
TXN2436,CUST4358,9146,USD,USA,Venezuela,2024-07-29
TXN2437,CUST3219,4221,USD,Japan,UAE,2023-05-12
TXN2438,CUST3490,10238,USD,Russia,Mexico,2023-01-20
TXN2439,CUST3336,66239,USD,Iran,Yemen,2023-05-03
TXN2440,CUST4544,9613,USD,China,Cayman Islands,2025-03-12
TXN2441,CUST3081,59098,USD,Cayman Islands,China,2024-01-13
TXN2442,CUST4811,40982,USD,Switzerland,Germany,2023-06-11
TXN2443,CUST497,63350,USD,Cayman Islands,UK,2025-03-15
TXN2444,CUST716,42418,USD,Mexico,UK,2023-11-03
TXN2445,CUST2649,84874,USD,UAE,USA,2023-06-15
TXN2446,CUST1818,36562,USD,Cayman Islands,Germany,2023-09-12
TXN2447,CUST89,35502,USD,Japan,Iraq,2025-08-12
TXN2448,CUST3726,48375,USD,Yemen,Somalia,2024-11-25
TXN2449,CUST4330,49198,USD,Panama,Venezuela,2024-01-28
TXN2450,CUST2840,67125,USD,North Korea,Cayman Islands,2024-05-30
TXN2451,CUST2996,27284,USD,Somalia,Iraq,2024-09-09
TXN2452,CUST2375,38445,USD,Iraq,China,2025-11-07
TXN2453,CUST3729,33432,USD,Panama,Somalia,2023-07-07
TXN2454,CUST2526,39039,USD,Canada,Afghanistan,2025-02-09
TXN2455,CUST3727,82543,USD,Iraq,Mexico,2024-09-20
TXN2456,CUST4970,85126,USD,Somalia,Japan,2023-06-07
TXN2457,CUST2372,36358,USD,Japan,Somalia,2024-03-09
TXN2458,CUST350,14150,USD,Iran,Russia,2024-09-09
TXN2459,CUST4953,37672,USD,Mexico,Cayman Islands,2024-07-27
TXN2460,CUST2882,15522,USD,Mexico,Syria,2023-03-23
TXN2461,CUST1935,26944,USD,Iran,Venezuela,2025-04-23
TXN2462,CUST4219,18165,USD,Afghanistan,Somalia,2023-12-17
TXN2463,CUST2810,83222,USD,Iraq,Somalia,2025-03-05
TXN2464,CUST2719,62864,USD,Somalia,North Korea,2025-04-27
TXN2465,CUST2179,76252,USD,Afghanistan,Mexico,2023-05-31
TXN2466,CUST2041,12375,USD,Iran,Cayman Islands,2023-07-20
TXN2467,CUST2021,82946,USD,Switzerland,Russia,2025-06-04
TXN2468,CUST3896,4922,USD,UAE,Cayman Islands,2024-11-10
TXN2469,CUST4250,62739,USD,Cayman Islands,USA,2024-10-25
TXN2470,CUST3932,61155,USD,Yemen,UAE,2025-12-12
TXN2471,CUST1953,2292,USD,Germany,Russia,2023-09-29
TXN2472,CUST4445,30692,USD,UK,Switzerland,2025-04-01
TXN2473,CUST811,94744,USD,UK,Venezuela,2024-06-03
TXN2474,CUST4141,34599,USD,Russia,Iran,2025-03-02
TXN2475,CUST2531,16821,USD,North Korea,Yemen,2025-02-07
TXN2476,CUST1663,44974,USD,Japan,Iraq,2025-10-19
